"Period","variable","value"
2015-06-08,"Display2",9981.47453549377
2015-06-15,"Display2",10013.9274460386
2015-06-22,"Display2",11969.8898450136
2015-06-29,"Display2",10458.6479713524
2015-07-06,"Display2",10677.4195514203
2015-07-13,"Display2",8604.24520746828
2015-07-20,"Display2",11527.1533535897
2015-07-27,"Display2",11353.1075895483
2015-08-03,"Display2",11714.3195449761
2015-08-10,"Display2",12118.9778159058
2015-08-17,"Display2",10852.6155237046
2015-08-24,"Display2",12323.3431678445
2015-08-31,"Display2",10064.448952945
2015-09-07,"Display2",10633.8496960475
2015-09-14,"Display2",11747.2131997607
2015-09-21,"Display2",10613.7269411686
2015-09-28,"Display2",10525.3485446229
2015-10-05,"Display2",9598.98879517112
2015-10-12,"Display2",10567.9958228672
2015-10-19,"Display2",11732.6680919985
2015-10-26,"Display2",12006.7310232536
2015-11-02,"Display2",10085.5008591363
2015-11-09,"Display2",9230.82107934479
2015-11-16,"Display2",9921.29336117122
2015-11-23,"Display2",10141.1650213305
2015-11-30,"Display2",10251.7099221481
2015-12-07,"Display2",12305.5369909867
2015-12-14,"Display2",10689.8069572702
2015-12-21,"Display2",11131.3661219428
2015-12-28,"Display2",10927.3653632814
2016-01-04,"Display2",11930.0415255277
2016-01-11,"Display2",9992.61394211644
2016-01-18,"Display2",11118.2117279815
2016-01-25,"Display2",10759.4891968243
2016-02-01,"Display2",9236.97835033442
2016-02-08,"Display2",9492.48099106351
2016-02-15,"Display2",9710.8564765567
2016-02-22,"Display2",10260.5639781227
2016-02-29,"Display2",11104.2350131948
2016-03-07,"Display2",11422.0877610561
2016-03-14,"Display2",10676.9618238723
2016-03-21,"Display2",11546.0538581281
2016-03-28,"Display2",9627.45364146028
2016-04-04,"Display2",11201.3113288495
2016-04-11,"Display2",9372.09015428856
2016-04-18,"Display2",10588.2925196929
2016-04-25,"Display2",11019.2724529887
2016-05-02,"Display2",9817.96828380214
2016-05-09,"Display2",12024.4059903595
2016-05-16,"Display2",10923.8374918926
2016-05-23,"Display2",10700.2747014466
2016-05-30,"Display2",11187.6375743669
2016-06-06,"Display2",9616.23753602646
2016-06-13,"Display2",9993.57788181804
2016-06-20,"Display2",10628.2575309415
2016-06-27,"Display2",10976.8314397615
2016-07-04,"Display2",11867.3396995615
2016-07-11,"Display2",10631.3575325337
2016-07-18,"Display2",12273.2533656751
2016-07-25,"Display2",11556.7081447702
2016-08-01,"Display2",11241.3771442499
2016-08-08,"Display2",11233.9302375356
2016-08-15,"Display2",11039.8219819669
2016-08-22,"Display2",8051.74449955469
2016-08-29,"Display2",9557.07399057331
2016-09-05,"Display2",12325.1951702096
2016-09-12,"Display2",9223.72616538881
2016-09-19,"Display2",10661.401004711
2016-09-26,"Display2",11997.3567849848
2016-10-03,"Display2",11448.7775777157
2016-10-10,"Display2",9703.88921133643
2016-10-17,"Display2",10728.2878465229
2016-10-24,"Display2",10979.1329519447
2016-10-31,"Display2",9696.4088858544
2016-11-07,"Display2",11892.7300192207
2016-11-14,"Display2",10764.2557540131
2016-11-21,"Display2",11894.8970345601
2016-11-28,"Display2",11089.5408905995
2016-12-05,"Display2",12032.0202648367
2016-12-12,"Display2",11751.9074409276
2016-12-19,"Display2",11269.2533271634
2016-12-26,"Display2",10605.4133378882
2017-01-02,"Display2",8614.35082368634
2017-01-09,"Display2",10151.9187425028
2017-01-16,"Display2",9892.18150562513
2017-01-23,"Display2",12336.7142359474
2017-01-30,"Display2",11185.968279527
2017-02-06,"Display2",11496.9436093468
2017-02-13,"Display2",10717.7938056112
2017-02-20,"Display2",10275.8117017799
2017-02-27,"Display2",12326.4965846802
2017-03-06,"Display2",9815.64485767285
2017-03-13,"Display2",10908.0794472169
2017-03-20,"Display2",9838.80789864106
2017-03-27,"Display2",10946.6000554969
2017-04-03,"Display2",9132.83204783734
2017-04-10,"Display2",10088.2751647054
2017-04-17,"Display2",9908.95087891075
2017-04-24,"Display2",11165.7244500961
2017-05-01,"Display2",11146.0131295541
2017-05-08,"Display2",10452.5400067413
2017-05-15,"Display2",9708.78533473124
2017-05-22,"Display2",11875.1829747748
2017-05-29,"Display2",7928.65386462716
2017-06-05,"Display2",11505.533876196
2017-06-12,"Display2",11452.4131013644
2017-06-19,"Display2",9146.92545438671
2017-06-26,"Display2",11490.4376326908
2017-07-03,"Display2",9580.96621809612
2017-07-10,"Display2",12008.6904039543
2017-07-17,"Display2",10593.6000774247
2017-07-24,"Display2",9719.36045724329
2017-07-31,"Display2",10071.3592419056
2017-08-07,"Display2",8459.57426632555
2017-08-14,"Display2",10228.3948531792
2017-08-21,"Display2",11276.1041745453
2017-08-28,"Display2",10257.3089353622
2017-09-04,"Display2",11381.6565306054
2017-09-11,"Display2",10069.0881353225
2017-09-18,"Display2",10052.277673388
2017-09-25,"Display2",10345.7999148057
2017-10-02,"Display2",12039.1132613224
2017-10-09,"Display2",11263.7857976255
2017-10-16,"Display2",11482.4330160496
2017-10-23,"Display2",11581.9724592397
2017-10-30,"Display2",11179.9635843867
2017-11-06,"Display2",9878.40311205014
2017-11-13,"Display2",11195.5690532131
2017-11-20,"Display2",10200.6690547203
2017-11-27,"Display2",10520.9816430251
2017-12-04,"Display2",9566.51068358839
2017-12-11,"Display2",9316.9891805076
2017-12-18,"Display2",9942.19816999962
2017-12-25,"Display2",10901.146148613
2014-01-06,"Facebook1",4388.3004498911
2014-01-13,"Facebook1",4168.05845960709
2014-01-20,"Facebook1",3934.13889454279
2014-01-27,"Facebook1",1849.55070749998
2014-02-03,"Facebook1",3992.36270348799
2014-02-10,"Facebook1",3730.39201624133
2014-02-17,"Facebook1",3220.34345908465
2014-02-24,"Facebook1",3511.71323413276
2014-03-03,"Facebook1",2664.07017857287
2014-03-10,"Facebook1",3486.99846665831
2014-03-17,"Facebook1",2656.98719139895
2014-03-24,"Facebook1",0
2014-03-31,"Facebook1",2938.01972041234
2014-04-07,"Facebook1",0
2014-04-14,"Facebook1",4577.85978754612
2014-04-21,"Facebook1",2583.01254831241
2014-04-28,"Facebook1",4171.07102789934
2014-05-05,"Facebook1",5818.08833967847
2014-05-12,"Facebook1",6924.4829999225
2014-05-19,"Facebook1",2511.77237003271
2014-05-26,"Facebook1",3677.73963439315
2014-06-02,"Facebook1",2900.6435527487
2014-06-09,"Facebook1",1585.01198189439
2014-06-16,"Facebook1",0
2014-06-23,"Facebook1",0
2014-06-30,"Facebook1",0
2014-07-07,"Facebook1",6175.70977787874
2014-07-14,"Facebook1",1.24552076659065
2014-07-21,"Facebook1",1664.69351577654
2014-07-28,"Facebook1",1198.94795515807
2014-08-04,"Facebook1",806.81598736027
2014-08-11,"Facebook1",1504.88912012945
2014-08-18,"Facebook1",1.05069537158096
2014-08-25,"Facebook1",1.31445249361281
2014-09-01,"Facebook1",1.94997147140933
2014-09-08,"Facebook1",6636.46388961294
2014-09-15,"Facebook1",5724.76714062165
2014-09-22,"Facebook1",3163.12564292942
2014-09-29,"Facebook1",1616.47321490911
2014-10-06,"Facebook1",5507.19243684389
2014-10-13,"Facebook1",5119.5717119116
2014-10-20,"Facebook1",6480.15819828941
2014-10-27,"Facebook1",2468.62524383623
2014-11-03,"Facebook1",5557.45076526501
2014-11-10,"Facebook1",4407.18911777503
2014-11-17,"Facebook1",1696.54333381346
2014-11-24,"Facebook1",8537.2546783389
2014-12-01,"Facebook1",9672.5516408367
2014-12-08,"Facebook1",5601.88355535392
2014-12-15,"Facebook1",8371.5123169218
2014-12-22,"Facebook1",12040.6037165215
2014-12-29,"Facebook1",10847.3042926038
2015-01-05,"Facebook1",5142.23844375405
2015-01-12,"Facebook1",0
2015-01-19,"Facebook1",0
2015-01-26,"Facebook1",0
2015-02-02,"Facebook1",4430.90930265563
2015-02-09,"Facebook1",4656.14696565236
2015-02-16,"Facebook1",3859.13243975674
2015-02-23,"Facebook1",4220.92691356369
2015-03-02,"Facebook1",3679.03210842515
2015-03-09,"Facebook1",2460.78755648072
2015-03-16,"Facebook1",3952.26872373616
2015-03-23,"Facebook1",0
2015-03-30,"Facebook1",0
2015-04-06,"Facebook1",0
2015-04-13,"Facebook1",4577.85978754612
2015-04-20,"Facebook1",2583.01254831241
2015-04-27,"Facebook1",4171.07102789934
2015-05-04,"Facebook1",5818.08833967847
2015-05-11,"Facebook1",6924.4829999225
2015-05-18,"Facebook1",5412.26498850159
2015-05-25,"Facebook1",3947.33007424948
2015-06-01,"Facebook1",0
2015-06-08,"Facebook1",0
2015-06-15,"Facebook1",3295.59640802903
2015-06-22,"Facebook1",0
2015-06-29,"Facebook1",7916.3267417016
2015-07-06,"Facebook1",6444.75182931845
2015-07-13,"Facebook1",2838.27022964795
2015-07-20,"Facebook1",10389.8586648885
2015-07-27,"Facebook1",11679.4135164215
2015-08-03,"Facebook1",12069.3476144148
2015-08-10,"Facebook1",7458.75100280047
2015-08-17,"Facebook1",5793.94255756655
2015-08-24,"Facebook1",2901.15055915946
2015-08-31,"Facebook1",8142.37923764142
2015-09-07,"Facebook1",7061.37958581417
2015-09-14,"Facebook1",7954.88794869121
2015-09-21,"Facebook1",10732.3706514904
2015-09-28,"Facebook1",9374.92834127948
2015-10-05,"Facebook1",7758.29052349796
2015-10-12,"Facebook1",8347.41470742435
2015-10-19,"Facebook1",8263.52388023844
2015-10-26,"Facebook1",6299.80983910466
2015-11-02,"Facebook1",10966.1788612641
2015-11-09,"Facebook1",14747.5369639446
2015-11-16,"Facebook1",18588.138891594
2015-11-23,"Facebook1",3056.43139489132
2015-11-30,"Facebook1",7571.10913855813
2015-12-07,"Facebook1",10845.5773028844
2015-12-14,"Facebook1",10022.1334322381
2015-12-21,"Facebook1",10535.7914548564
2015-12-28,"Facebook1",7421.57108537031
2016-01-04,"Facebook1",5171.78182633473
2016-01-11,"Facebook1",6221.18698022428
2016-01-18,"Facebook1",6096.84779726584
2016-01-25,"Facebook1",9405.03578125151
2016-02-01,"Facebook1",8134.47752983418
2016-02-08,"Facebook1",7464.40598542732
2016-02-15,"Facebook1",7648.1965263191
2016-02-22,"Facebook1",10793.1345407302
2016-02-29,"Facebook1",12117.8193199367
2016-03-07,"Facebook1",11122.869677545
2016-03-14,"Facebook1",7827.92189804737
2016-03-21,"Facebook1",8260.01595729877
2016-03-28,"Facebook1",5742.0315866193
2016-04-04,"Facebook1",8638.66325993215
2016-04-11,"Facebook1",10570.5213369423
2016-04-18,"Facebook1",8299.71401558068
2016-04-25,"Facebook1",9327.04301293167
2016-05-02,"Facebook1",10759.8987364504
2016-05-09,"Facebook1",11375.0189346614
2016-05-16,"Facebook1",16820.4850013847
2016-05-23,"Facebook1",6889.21194868187
2016-05-30,"Facebook1",5078.76705786011
2016-06-06,"Facebook1",9297.06347509045
2016-06-13,"Facebook1",9172.68430093654
2016-06-20,"Facebook1",9887.5597957487
2016-06-27,"Facebook1",10538.4692325754
2016-07-04,"Facebook1",11783.5871678458
2016-07-11,"Facebook1",12202.8839869813
2016-07-18,"Facebook1",11223.6107821963
2016-07-25,"Facebook1",11313.3717317709
2016-08-01,"Facebook1",12083.953035505
2016-08-08,"Facebook1",12690.3024009911
2016-08-15,"Facebook1",12130.687615764
2016-08-22,"Facebook1",6965.49607302745
2016-08-29,"Facebook1",9102.1452175315
2016-09-05,"Facebook1",9028.19396123521
2016-09-12,"Facebook1",8847.25237978667
2016-09-19,"Facebook1",9775.65819324509
2016-09-26,"Facebook1",10940.029261628
2016-10-03,"Facebook1",10343.836728473
2016-10-10,"Facebook1",8190.24897411043
2016-10-17,"Facebook1",8294.79218122806
2016-10-24,"Facebook1",8144.40799106993
2016-10-31,"Facebook1",7454.2644129486
2016-11-07,"Facebook1",23613.4638669048
2016-11-14,"Facebook1",30319.727637049
2016-11-21,"Facebook1",15352.3624309228
2016-11-28,"Facebook1",10432.6157844141
2016-12-05,"Facebook1",12694.7491291687
2016-12-12,"Facebook1",15811.8417050876
2016-12-19,"Facebook1",16125.8043325002
2016-12-26,"Facebook1",12877.6149045035
2017-01-02,"Facebook1",4388.3004498911
2017-01-09,"Facebook1",4168.05845960709
2017-01-16,"Facebook1",3934.13889454279
2017-01-23,"Facebook1",5172.34786560518
2017-01-30,"Facebook1",6055.04157367428
2017-02-06,"Facebook1",5389.0143712252
2017-02-13,"Facebook1",5360.87293785456
2017-02-20,"Facebook1",5700.79360621355
2017-02-27,"Facebook1",5151.70266381755
2017-03-06,"Facebook1",4720.58840427439
2017-03-13,"Facebook1",4660.70789755769
2017-03-20,"Facebook1",3502.1033747372
2017-03-27,"Facebook1",6875.54091163556
2017-04-03,"Facebook1",8203.25859189825
2017-04-10,"Facebook1",8446.45214849788
2017-04-17,"Facebook1",9231.93178539186
2017-04-24,"Facebook1",9645.20896334002
2017-05-01,"Facebook1",9303.5935303282
2017-05-08,"Facebook1",10056.3349667348
2017-05-15,"Facebook1",10957.2175604997
2017-05-22,"Facebook1",16151.1743895936
2017-05-29,"Facebook1",7051.83500815959
2017-06-05,"Facebook1",7869.40809956006
2017-06-12,"Facebook1",12938.4368521106
2017-06-19,"Facebook1",5697.77268997511
2017-06-26,"Facebook1",9135.85293107555
2017-07-03,"Facebook1",4798.11673443855
2017-07-10,"Facebook1",4985.97756880262
2017-07-17,"Facebook1",2905.86241403721
2017-07-24,"Facebook1",2948.58137725016
2017-07-31,"Facebook1",11173.7582990319
2017-08-07,"Facebook1",4125.58067915758
2017-08-14,"Facebook1",5597.4629297989
2017-08-21,"Facebook1",0
2017-08-28,"Facebook1",4502.01330898221
2017-09-04,"Facebook1",6433.78757861586
2017-09-11,"Facebook1",7278.883886626
2017-09-18,"Facebook1",6040.7373457835
2017-09-25,"Facebook1",6830.45558476607
2017-10-02,"Facebook1",0
2017-10-09,"Facebook1",7084.01516268149
2017-10-16,"Facebook1",0
2017-10-23,"Facebook1",7334.56188447989
2017-10-30,"Facebook1",5435.28511776052
2017-11-06,"Facebook1",12196.1284313181
2017-11-13,"Facebook1",10488.6790943114
2017-11-20,"Facebook1",7245.40802415526
2017-11-27,"Facebook1",3035.72397361265
2017-12-04,"Facebook1",5395.74627386021
2017-12-11,"Facebook1",17188.8831971226
2017-12-18,"Facebook1",22496.0629911071
2017-12-25,"Facebook1",10488.6790943114
2014-01-06,"Comp.Media.Spend",-14728.3828947039
2014-01-13,"Comp.Media.Spend",-14728.3828947039
2014-01-20,"Comp.Media.Spend",-14728.3828947039
2014-01-27,"Comp.Media.Spend",-14728.3828947039
2014-02-03,"Comp.Media.Spend",-12236.3430339798
2014-02-10,"Comp.Media.Spend",-12236.3430339798
2014-02-17,"Comp.Media.Spend",-12236.3430339798
2014-02-24,"Comp.Media.Spend",-12236.3430339798
2014-03-03,"Comp.Media.Spend",-12236.3430339798
2014-03-10,"Comp.Media.Spend",-12236.3430339798
2014-03-17,"Comp.Media.Spend",-12236.3430339798
2014-03-24,"Comp.Media.Spend",-12236.3430339798
2014-03-31,"Comp.Media.Spend",-12236.3430339798
2014-04-07,"Comp.Media.Spend",-13818.3901630209
2014-04-14,"Comp.Media.Spend",-13818.3901630209
2014-04-21,"Comp.Media.Spend",-13818.3901630209
2014-04-28,"Comp.Media.Spend",-13818.3901630209
2014-05-05,"Comp.Media.Spend",-9800.14584355653
2014-05-12,"Comp.Media.Spend",-9800.14584355653
2014-05-19,"Comp.Media.Spend",-9800.14584355653
2014-05-26,"Comp.Media.Spend",-9800.14584355653
2014-06-02,"Comp.Media.Spend",-15757.3447935492
2014-06-09,"Comp.Media.Spend",-15757.3447935492
2014-06-16,"Comp.Media.Spend",-15757.3447935492
2014-06-23,"Comp.Media.Spend",-15757.3447935492
2014-06-30,"Comp.Media.Spend",-15757.3447935492
2014-07-07,"Comp.Media.Spend",-7404.25249343722
2014-07-14,"Comp.Media.Spend",-7404.25249343722
2014-07-21,"Comp.Media.Spend",-7404.25249343722
2014-07-28,"Comp.Media.Spend",-7404.25249343722
2014-08-04,"Comp.Media.Spend",-9784.60701355981
2014-08-11,"Comp.Media.Spend",-9784.60701355981
2014-08-18,"Comp.Media.Spend",-9784.60701355981
2014-08-25,"Comp.Media.Spend",-9784.60701355981
2014-09-01,"Comp.Media.Spend",-15793.763926354
2014-09-08,"Comp.Media.Spend",-15793.763926354
2014-09-15,"Comp.Media.Spend",-15793.763926354
2014-09-22,"Comp.Media.Spend",-15793.763926354
2014-09-29,"Comp.Media.Spend",-15793.763926354
2014-10-06,"Comp.Media.Spend",-17109.7085917012
2014-10-13,"Comp.Media.Spend",-17109.7085917012
2014-10-20,"Comp.Media.Spend",-17109.7085917012
2014-10-27,"Comp.Media.Spend",-17109.7085917012
2014-11-03,"Comp.Media.Spend",-17159.2386123158
2014-11-10,"Comp.Media.Spend",-17159.2386123158
2014-11-17,"Comp.Media.Spend",-17159.2386123158
2014-11-24,"Comp.Media.Spend",-17159.2386123158
2014-12-01,"Comp.Media.Spend",-17214.1101057417
2014-12-08,"Comp.Media.Spend",-17214.1101057417
2014-12-15,"Comp.Media.Spend",-17214.1101057417
2014-12-22,"Comp.Media.Spend",-17214.1101057417
2014-12-29,"Comp.Media.Spend",-17214.1101057417
2015-01-05,"Comp.Media.Spend",-17076.2029895208
2015-01-12,"Comp.Media.Spend",-17076.2029895208
2015-01-19,"Comp.Media.Spend",-17076.2029895208
2015-01-26,"Comp.Media.Spend",-17076.2029895208
2015-02-02,"Comp.Media.Spend",-14788.5958609411
2015-02-09,"Comp.Media.Spend",-14788.5958609411
2015-02-16,"Comp.Media.Spend",-14788.5958609411
2015-02-23,"Comp.Media.Spend",-14788.5958609411
2015-03-02,"Comp.Media.Spend",-14681.2808162763
2015-03-09,"Comp.Media.Spend",-14681.2808162763
2015-03-16,"Comp.Media.Spend",-14681.2808162763
2015-03-23,"Comp.Media.Spend",-14681.2808162763
2015-03-30,"Comp.Media.Spend",-14681.2808162763
2015-04-06,"Comp.Media.Spend",-14684.1943469007
2015-04-13,"Comp.Media.Spend",-14684.1943469007
2015-04-20,"Comp.Media.Spend",-14684.1943469007
2015-04-27,"Comp.Media.Spend",-14684.1943469007
2015-05-04,"Comp.Media.Spend",-14702.6467075218
2015-05-11,"Comp.Media.Spend",-14702.6467075218
2015-05-18,"Comp.Media.Spend",-14702.6467075218
2015-05-25,"Comp.Media.Spend",-14702.6467075218
2015-06-01,"Comp.Media.Spend",-9838.99291854833
2015-06-08,"Comp.Media.Spend",-9838.99291854833
2015-06-15,"Comp.Media.Spend",-9838.99291854833
2015-06-22,"Comp.Media.Spend",-9838.99291854833
2015-06-29,"Comp.Media.Spend",-9838.99291854833
2015-07-06,"Comp.Media.Spend",-9911.83118415796
2015-07-13,"Comp.Media.Spend",-9911.83118415796
2015-07-20,"Comp.Media.Spend",-9911.83118415796
2015-07-27,"Comp.Media.Spend",-9911.83118415796
2015-08-03,"Comp.Media.Spend",-9896.29235416124
2015-08-10,"Comp.Media.Spend",-9896.29235416124
2015-08-17,"Comp.Media.Spend",-9896.29235416124
2015-08-24,"Comp.Media.Spend",-9896.29235416124
2015-08-31,"Comp.Media.Spend",-9896.29235416124
2015-09-07,"Comp.Media.Spend",-17104.8527073273
2015-09-14,"Comp.Media.Spend",-17104.8527073273
2015-09-21,"Comp.Media.Spend",-17104.8527073273
2015-09-28,"Comp.Media.Spend",-17104.8527073273
2015-10-05,"Comp.Media.Spend",-17150.98360888
2015-10-12,"Comp.Media.Spend",-17150.98360888
2015-10-19,"Comp.Media.Spend",-17150.98360888
2015-10-26,"Comp.Media.Spend",-17150.98360888
2015-11-02,"Comp.Media.Spend",-17157.7818470036
2015-11-09,"Comp.Media.Spend",-17157.7818470036
2015-11-16,"Comp.Media.Spend",-17157.7818470036
2015-11-23,"Comp.Media.Spend",-17157.7818470036
2015-11-30,"Comp.Media.Spend",-17157.7818470036
2015-12-07,"Comp.Media.Spend",-17091.2562310801
2015-12-14,"Comp.Media.Spend",-17091.2562310801
2015-12-21,"Comp.Media.Spend",-17091.2562310801
2015-12-28,"Comp.Media.Spend",-17091.2562310801
2016-01-04,"Comp.Media.Spend",-17110.679768576
2016-01-11,"Comp.Media.Spend",-17110.679768576
2016-01-18,"Comp.Media.Spend",-17110.679768576
2016-01-25,"Comp.Media.Spend",-17110.679768576
2016-02-01,"Comp.Media.Spend",-9862.30116354341
2016-02-08,"Comp.Media.Spend",-9862.30116354341
2016-02-15,"Comp.Media.Spend",-9862.30116354341
2016-02-22,"Comp.Media.Spend",-9862.30116354341
2016-02-29,"Comp.Media.Spend",-9862.30116354341
2016-03-07,"Comp.Media.Spend",-9920.08618759372
2016-03-14,"Comp.Media.Spend",-9920.08618759372
2016-03-21,"Comp.Media.Spend",-9920.08618759372
2016-03-28,"Comp.Media.Spend",-9920.08618759372
2016-04-04,"Comp.Media.Spend",-9881.23911260192
2016-04-11,"Comp.Media.Spend",-9881.23911260192
2016-04-18,"Comp.Media.Spend",-9881.23911260192
2016-04-25,"Comp.Media.Spend",-9881.23911260192
2016-05-02,"Comp.Media.Spend",-9766.15465293871
2016-05-09,"Comp.Media.Spend",-9766.15465293871
2016-05-16,"Comp.Media.Spend",-9766.15465293871
2016-05-23,"Comp.Media.Spend",-9766.15465293871
2016-05-30,"Comp.Media.Spend",-9766.15465293871
2016-06-06,"Comp.Media.Spend",-9846.76233354669
2016-06-13,"Comp.Media.Spend",-9846.76233354669
2016-06-20,"Comp.Media.Spend",-9846.76233354669
2016-06-27,"Comp.Media.Spend",-9846.76233354669
2016-07-04,"Comp.Media.Spend",-9846.76233354669
2016-07-11,"Comp.Media.Spend",-9846.76233354669
2016-07-18,"Comp.Media.Spend",-9846.76233354669
2016-07-25,"Comp.Media.Spend",-9846.76233354669
2016-08-01,"Comp.Media.Spend",-9765.66906450131
2016-08-08,"Comp.Media.Spend",-9765.66906450131
2016-08-15,"Comp.Media.Spend",-9765.66906450131
2016-08-22,"Comp.Media.Spend",-9765.66906450131
2016-08-29,"Comp.Media.Spend",-9765.66906450131
2016-09-05,"Comp.Media.Spend",-9931.25472165386
2016-09-12,"Comp.Media.Spend",-9931.25472165386
2016-09-19,"Comp.Media.Spend",-9931.25472165386
2016-09-26,"Comp.Media.Spend",-9931.25472165386
2016-10-03,"Comp.Media.Spend",-9895.80676572384
2016-10-10,"Comp.Media.Spend",-9895.80676572384
2016-10-17,"Comp.Media.Spend",-9895.80676572384
2016-10-24,"Comp.Media.Spend",-9895.80676572384
2016-10-31,"Comp.Media.Spend",-9895.80676572384
2016-11-07,"Comp.Media.Spend",-14669.1411053414
2016-11-14,"Comp.Media.Spend",-14669.1411053414
2016-11-21,"Comp.Media.Spend",-14669.1411053414
2016-11-28,"Comp.Media.Spend",-14669.1411053414
2016-12-05,"Comp.Media.Spend",-19528.4245983782
2016-12-12,"Comp.Media.Spend",-19528.4245983782
2016-12-19,"Comp.Media.Spend",-19528.4245983782
2016-12-26,"Comp.Media.Spend",-19528.4245983782
2017-01-02,"Comp.Media.Spend",-19606.1187483618
2017-01-09,"Comp.Media.Spend",-19606.1187483618
2017-01-16,"Comp.Media.Spend",-19606.1187483618
2017-01-23,"Comp.Media.Spend",-19606.1187483618
2017-01-30,"Comp.Media.Spend",-19606.1187483618
2017-02-06,"Comp.Media.Spend",-19579.8969727424
2017-02-13,"Comp.Media.Spend",-19579.8969727424
2017-02-20,"Comp.Media.Spend",-19579.8969727424
2017-02-27,"Comp.Media.Spend",-19579.8969727424
2017-03-06,"Comp.Media.Spend",-19539.107544001
2017-03-13,"Comp.Media.Spend",-19539.107544001
2017-03-20,"Comp.Media.Spend",-19539.107544001
2017-03-27,"Comp.Media.Spend",-19539.107544001
2017-04-03,"Comp.Media.Spend",-17232.5624663628
2017-04-10,"Comp.Media.Spend",-17232.5624663628
2017-04-17,"Comp.Media.Spend",-17232.5624663628
2017-04-24,"Comp.Media.Spend",-17232.5624663628
2017-05-01,"Comp.Media.Spend",-19752.7664564559
2017-05-08,"Comp.Media.Spend",-19752.7664564559
2017-05-15,"Comp.Media.Spend",-19752.7664564559
2017-05-22,"Comp.Media.Spend",-19752.7664564559
2017-05-29,"Comp.Media.Spend",-19752.7664564559
2017-06-05,"Comp.Media.Spend",-12360.6536739536
2017-06-12,"Comp.Media.Spend",-12360.6536739536
2017-06-19,"Comp.Media.Spend",-12360.6536739536
2017-06-26,"Comp.Media.Spend",-12360.6536739536
2017-07-03,"Comp.Media.Spend",-12205.7509624238
2017-07-10,"Comp.Media.Spend",-12205.7509624238
2017-07-17,"Comp.Media.Spend",-12205.7509624238
2017-07-24,"Comp.Media.Spend",-12205.7509624238
2017-07-31,"Comp.Media.Spend",-12205.7509624238
2017-08-07,"Comp.Media.Spend",-12292.6712927179
2017-08-14,"Comp.Media.Spend",-12292.6712927179
2017-08-21,"Comp.Media.Spend",-12292.6712927179
2017-08-28,"Comp.Media.Spend",-12292.6712927179
2017-09-04,"Comp.Media.Spend",-12285.387466157
2017-09-11,"Comp.Media.Spend",-12285.387466157
2017-09-18,"Comp.Media.Spend",-12285.387466157
2017-09-25,"Comp.Media.Spend",-12285.387466157
2017-10-02,"Comp.Media.Spend",-14799.7643950013
2017-10-09,"Comp.Media.Spend",-14799.7643950013
2017-10-16,"Comp.Media.Spend",-14799.7643950013
2017-10-23,"Comp.Media.Spend",-14799.7643950013
2017-10-30,"Comp.Media.Spend",-14799.7643950013
2017-11-06,"Comp.Media.Spend",-9868.12822479218
2017-11-13,"Comp.Media.Spend",-9868.12822479218
2017-11-20,"Comp.Media.Spend",-9868.12822479218
2017-11-27,"Comp.Media.Spend",-9868.12822479218
2017-12-04,"Comp.Media.Spend",-9921.54295290591
2017-12-11,"Comp.Media.Spend",-9921.54295290591
2017-12-18,"Comp.Media.Spend",-9921.54295290591
2017-12-25,"Comp.Media.Spend",-9921.54295290591
